0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
60,1,49,8,15,2,3,4,1,0,50,23,5,20,0
27,2,14,3,1,5,12,6,5,2,74,4,83,37,1
26,1,81,3,14,4,8,1,1,0,19,21,83,2,1
43,0,83,0,8,7,3,4,3,2,100,58,92,14,2
57,3,66,5,14,1,14,1,5,1,31,28,72,17,1
44,1,25,16,10,0,4,5,4,0,44,99,50,40,1
12,7,59,16,14,6,15,3,0,2,98,0,47,24,0
19,9,68,11,13,1,4,6,2,2,65,91,7,5,1
70,3,58,4,16,2,6,0,5,1,99,95,70,6,0
73,5,7,9,16,1,12,6,5,0,18,93,66,33,2
74,1,77,2,11,4,0,3,0,2,67,20,98,17,0
66,4,5,8,0,3,12,3,2,0,14,44,22,2,2
38,2,0,6,2,2,7,3,0,0,28,3,57,10,1
54,4,6,16,9,0,13,3,2,2,78,75,68,37,2
9,4,53,5,6,2,4,3,1,0,58,21,99,18,2
15,6,87,12,14,5,6,1,4,2,68,31,68,14,2
17,3,97,15,13,3,5,6,4,1,27,48,40,37,2
48,6,88,14,15,2,12,4,2,1,67,69,46,10,0
2,9,85,0,2,6,15,2,3,0,92,47,81,4,1
42,1,70,11,6,0,1,4,5,2,89,50,65,39,0
14,7,19,5,4,5,6,2,1,1,74,13,81,36,1
19,7,74,4,4,5,2,0,1,0,19,97,4,30,2
64,5,34,1,16,4,6,2,1,2,74,86,17,10,1
6,3,1,9,7,0,11,4,5,1,54,26,46,16,0
55,4,28,3,11,6,0,6,4,1,33,41,2,17,1
32,7,2,0,11,4,10,2,4,2,95,12,66,6,2
10,8,14,10,8,6,11,1,4,2,49,36,87,2,0
38,9,43,11,14,7,6,3,5,0,87,75,79,35,0
39,8,69,7,15,5,2,3,2,2,60,44,27,14,2
65,5,61,1,5,4,7,0,1,2,7,32,1,39,0
32,0,6,4,0,5,7,0,0,2,79,75,33,20,0
22,3,89,2,10,5,10,3,1,1,48,91,70,33,1
54,4,9,9,4,1,2,5,1,1,83,65,36,0,0
29,9,45,2,2,4,2,4,5,2,56,67,49,16,0
51,6,90,11,10,3,9,1,0,2,40,41,8,5,2
20,3,36,14,14,4,6,2,2,0,87,33,33,5,0
47,9,97,10,4,5,6,1,4,1,75,73,5,26,0
45,7,43,14,2,7,0,2,5,2,87,86,22,10,1
54,8,4,15,0,0,10,5,0,0,15,45,33,24,0
38,4,82,11,16,1,2,1,4,0,99,87,57,26,2
51,3,28,13,8,6,5,3,2,2,32,42,82,4,0
8,3,59,6,3,0,2,2,3,2,74,96,46,19,1
50,4,99,11,10,3,9,0,4,1,41,90,47,41,1
41,0,58,8,6,0,5,3,5,2,74,2,46,15,0
17,1,99,12,9,5,14,1,1,2,48,44,83,29,2
66,7,66,11,2,3,9,3,3,1,64,39,21,25,2
22,3,48,3,4,1,10,3,4,0,45,15,92,13,1
0,1,95,14,3,5,11,2,5,1,79,81,14,5,2
71,4,61,12,9,4,9,4,1,1,75,86,64,41,1
43,7,20,13,6,4,11,4,0,0,42,49,87,6,1
53,5,53,10,13,3,6,1,0,0,65,89,45,1,2
69,1,69,9,13,1,10,6,0,0,40,10,10,29,2
47,3,55,16,14,2,2,1,2,2,69,87,76,10,1
63,8,3,15,12,7,9,0,1,0,13,28,60,18,2
63,2,54,11,7,4,2,2,0,1,56,96,92,6,0
30,1,82,11,4,6,15,0,5,0,48,68,56,15,1
36,4,22,0,12,6,14,3,1,1,39,4,60,24,2
20,2,66,11,14,5,12,6,0,0,29,64,89,32,0
7,7,89,6,2,2,3,4,2,1,50,26,37,1,1
63,7,40,5,7,0,3,6,2,0,58,3,56,0,0
56,8,72,13,0,0,1,5,4,1,96,39,55,19,1
24,4,11,13,1,2,13,1,4,2,44,76,15,39,1
23,3,8,3,14,3,4,5,2,1,19,79,76,39,1
28,4,55,9,11,1,2,6,2,1,3,83,46,41,1
4,0,35,9,1,5,9,5,1,0,12,52,79,5,0
12,3,19,8,5,4,3,2,2,1,22,56,10,32,2
15,7,91,11,16,4,9,1,5,2,14,62,63,30,1
70,6,72,1,11,0,4,0,3,2,1,66,77,40,2
73,8,11,10,3,7,2,3,1,1,82,92,9,10,0
37,1,77,2,4,6,6,1,4,1,74,57,98,12,0
64,2,13,7,15,7,14,3,0,0,37,52,7,9,2
22,4,63,13,2,0,5,0,1,1,38,52,5,16,0
1,4,14,7,1,2,15,6,2,2,58,72,56,0,1
47,7,19,8,11,5,10,0,4,0,18,15,48,36,2
24,4,96,2,3,7,15,2,5,2,21,60,92,10,2
39,4,48,6,13,6,15,5,2,1,75,93,28,5,2
3,7,44,12,2,5,5,0,5,1,4,51,84,15,0
61,3,10,8,1,7,8,6,2,0,12,19,13,36,2
74,9,34,9,3,5,1,1,0,1,27,94,25,33,2
65,9,38,8,5,4,10,3,2,0,18,13,68,5,0
37,3,63,2,11,2,13,4,0,1,12,19,78,21,2
53,4,21,10,0,4,1,3,4,1,27,9,94,6,2
4,4,79,13,6,4,6,0,2,1,68,31,85,34,1
33,3,43,14,12,7,2,6,3,1,43,84,61,10,1
21,5,4,4,2,3,12,2,5,0,93,31,41,24,1
14,5,29,16,5,5,15,4,1,2,81,87,39,22,1
71,8,2,12,3,3,12,3,3,0,58,30,43,23,1
54,7,58,12,15,2,12,3,0,2,13,3,21,1,1
31,7,64,0,8,6,0,0,4,0,25,59,42,39,0
73,7,64,14,3,2,8,6,1,2,32,38,79,3,1
11,2,55,0,5,3,3,6,5,2,12,70,50,33,0
3,8,89,10,3,5,4,5,1,2,58,78,23,41,2
63,2,15,1,16,3,13,4,5,2,21,37,32,23,1
12,6,52,11,16,7,15,1,1,1,34,10,89,19,1
47,2,70,13,15,0,5,3,4,0,92,47,35,1,2
46,2,58,1,10,4,9,5,3,1,89,52,4,26,2
72,9,35,12,9,2,10,1,5,1,76,27,15,39,2
21,4,56,8,8,3,2,5,5,2,42,96,53,15,1
28,8,1,11,16,7,0,5,2,2,33,3,73,3,2
51,6,10,15,16,1,7,5,1,1,31,61,72,16,1
55,8,41,11,14,4,12,2,1,2,28,81,37,22,0
50,5,60,10,7,2,13,2,4,1,67,26,29,35,0
27,3,6,15,16,6,6,5,0,0,81,76,96,21,2
63,8,9,6,1,2,2,6,2,0,86,61,7,25,0
67,7,14,10,13,3,4,0,0,1,74,66,15,28,1
46,1,55,7,7,6,2,1,3,2,15,19,29,5,1
42,7,27,11,13,6,10,3,5,1,81,61,87,10,0
61,0,47,12,7,3,4,2,4,0,12,78,7,42,1
54,5,26,10,7,1,8,6,0,2,93,92,77,21,2
7,3,78,3,4,4,4,6,4,0,22,39,44,30,0
14,9,83,14,6,0,0,0,1,0,29,76,70,25,2
55,9,99,4,10,1,5,3,1,0,92,45,15,16,1
6,3,32,11,3,1,9,1,0,2,34,93,49,3,2
60,8,5,9,14,6,10,5,3,1,10,79,93,2,2
28,3,49,6,15,3,9,1,2,0,29,94,46,27,1
11,1,3,1,10,3,14,4,4,2,1,83,89,36,1
74,1,99,6,6,3,6,4,5,2,93,21,9,1,0
21,6,26,0,2,4,7,2,0,0,58,51,61,25,2
6,2,74,16,3,2,12,1,1,2,91,47,82,39,0
16,2,5,15,12,3,12,0,3,2,4,9,46,24,0
3,8,10,11,11,0,7,3,5,2,19,99,40,40,2
45,2,73,5,5,5,5,1,1,1,47,49,67,33,0
28,1,39,2,16,2,15,1,4,2,39,24,39,21,2
39,4,40,8,8,1,15,2,1,2,93,31,28,38,2
3,1,88,7,10,0,5,0,3,1,69,72,82,31,2
38,4,66,16,16,4,4,0,0,1,54,46,85,21,1
57,8,92,2,13,7,9,1,3,2,53,78,64,39,2
41,3,26,8,3,7,13,0,1,0,100,88,49,1,1
37,6,62,14,6,1,2,0,4,0,48,80,36,15,0
7,7,15,3,9,7,12,4,3,0,92,5,1,11,2
25,4,27,4,2,3,7,6,2,0,16,88,83,25,0
33,5,98,16,1,6,10,3,5,1,36,45,60,40,0
7,8,15,6,3,6,14,3,1,0,35,29,71,7,1
22,1,79,14,15,2,13,3,1,0,85,95,67,6,1
44,1,64,6,15,6,0,0,1,0,51,9,81,34,0
49,3,37,7,15,3,4,6,5,1,92,28,64,25,2
11,0,44,8,2,7,8,5,1,2,43,27,31,2,1
37,7,21,10,12,2,9,3,4,2,28,65,73,3,2
10,5,43,6,16,0,4,2,3,0,19,49,30,3,0
67,4,74,4,14,2,0,3,3,2,25,75,19,27,1
40,5,68,13,15,4,5,4,0,0,2,24,49,30,1
0,1,43,10,0,1,6,0,2,2,0,96,34,0,2
33,1,15,0,14,3,9,0,4,1,44,5,35,11,1
62,7,26,12,0,1,11,3,3,2,76,68,83,18,0
36,8,85,5,3,1,12,1,1,1,34,46,69,28,0
5,0,3,11,6,3,9,4,4,0,49,47,75,26,0
21,0,8,16,16,5,2,5,2,0,1,69,0,22,1
63,0,4,7,8,6,3,2,1,2,23,42,36,31,2
27,8,21,7,0,3,12,6,3,0,57,10,44,36,2
12,2,61,2,15,2,8,6,1,2,78,32,0,11,0
55,9,9,10,9,5,7,2,3,2,77,15,54,29,0
56,8,88,4,4,5,8,3,2,2,97,9,31,20,1
27,3,5,5,10,1,6,4,3,1,27,41,75,32,0
45,8,15,13,5,5,13,6,1,0,55,61,25,3,2
18,5,40,8,9,0,1,4,5,2,26,45,39,18,1
33,5,26,5,1,7,5,2,5,1,43,22,93,26,0
23,7,86,7,4,5,10,3,3,1,62,7,19,39,0
7,8,41,3,7,0,5,4,1,0,98,12,77,17,0
24,6,94,12,14,5,13,5,3,0,27,87,36,3,0
47,1,44,11,4,6,2,4,3,2,29,96,4,11,1
19,8,84,4,11,1,0,0,0,1,76,9,65,27,1
59,6,45,5,12,5,13,2,0,2,27,35,53,10,0
59,3,67,0,11,0,11,4,3,2,53,69,54,28,2
4,4,27,5,14,5,2,3,5,0,100,74,87,7,1
48,9,49,11,5,1,10,5,2,0,71,80,82,26,1
35,9,31,0,1,3,5,2,2,1,48,46,89,27,0
19,3,18,9,2,1,7,1,1,2,53,36,8,22,2
19,0,69,1,5,4,6,1,3,1,98,13,56,18,0
67,1,45,0,1,1,11,3,4,2,2,56,44,2,2
37,7,74,10,8,6,15,4,2,2,60,76,86,27,1
42,8,60,0,16,5,10,1,0,0,67,33,79,26,1
19,4,50,10,2,3,8,4,1,2,34,99,12,33,1
58,2,41,15,6,1,11,3,4,2,24,55,49,40,1
37,7,38,12,12,4,8,0,2,0,67,32,66,5,0
58,6,1,2,12,3,12,3,4,1,74,90,88,8,1
61,6,65,15,14,0,1,0,5,1,68,97,40,12,1
13,6,98,2,13,2,6,2,4,2,37,51,12,14,0
34,6,60,9,15,5,10,0,2,0,63,76,87,2,1
22,3,25,12,14,0,14,0,4,1,68,64,91,4,2
26,3,55,10,12,6,15,3,0,0,75,62,14,36,0
59,0,27,8,6,7,8,6,2,0,63,25,18,20,1
21,4,21,10,9,0,0,6,5,0,8,0,57,33,1
67,8,23,10,11,6,5,1,2,1,88,93,23,28,1
19,7,95,6,12,7,4,0,3,0,80,81,17,21,1
10,2,60,4,10,5,7,1,0,0,75,81,73,16,2
69,7,31,9,8,3,6,5,4,1,77,12,88,32,1
40,7,8,0,3,0,12,6,0,0,82,70,49,17,1
50,1,57,3,7,7,1,2,0,0,14,8,66,13,1
1,9,2,2,14,4,11,5,4,2,1,28,25,13,2
22,1,62,4,0,4,14,5,2,2,43,70,28,36,0
67,2,4,16,13,6,10,6,5,1,14,2,16,7,2
15,2,13,10,14,4,9,2,2,2,50,100,47,21,2
45,4,74,2,1,0,2,6,4,2,58,74,32,32,2
11,3,28,7,8,6,9,5,1,0,95,8,66,9,2
20,4,58,0,14,1,15,3,1,1,91,85,30,30,0
61,7,39,15,1,7,4,5,0,0,6,16,20,34,1
53,3,7,12,4,2,4,3,3,0,96,79,47,34,1
72,5,57,0,4,5,10,0,4,1,20,66,19,39,1
50,1,75,7,11,1,5,5,0,1,94,1,60,15,1
47,0,62,11,0,5,7,0,4,2,47,33,46,1,1
38,4,90,0,2,3,15,5,3,2,89,97,53,2,1
27,5,91,1,14,5,14,1,2,2,44,19,2,37,2
30,4,97,6,13,7,0,2,1,0,5,34,29,40,1
28,2,10,13,12,5,12,5,0,1,55,5,99,7,1
30,3,86,16,11,5,12,6,3,0,27,94,39,16,2
10,1,32,12,11,2,2,3,1,1,59,87,34,30,0
38,8,57,11,12,6,2,4,1,0,9,39,23,34,2
13,9,7,9,13,0,11,1,4,2,70,98,88,27,0
55,0,45,3,1,2,9,2,0,2,2,44,16,34,1
33,6,22,14,7,0,1,1,5,1,51,56,36,28,2
74,4,44,10,6,2,15,4,2,1,27,74,39,36,2
28,2,8,6,14,4,2,2,5,0,91,41,40,42,2
74,6,16,15,2,5,7,2,5,1,22,55,44,9,1
66,8,87,0,0,0,7,4,0,1,90,60,25,32,2
23,7,66,15,7,7,6,4,5,2,40,37,29,28,2
15,8,62,11,13,2,1,5,2,1,89,91,40,20,1
40,0,23,5,5,6,5,6,2,1,61,67,84,24,0
46,2,98,14,16,3,14,1,2,0,49,17,7,35,1
10,2,27,5,5,5,1,2,1,2,56,44,31,12,2
10,7,58,16,7,5,11,0,0,1,25,75,74,30,1
72,7,33,2,7,2,7,2,1,2,35,1,2,8,1
6,9,87,12,8,3,5,2,0,2,45,69,88,28,1
43,9,74,8,10,7,15,2,3,2,53,92,3,27,1
43,7,49,1,9,7,12,3,2,2,88,14,47,29,0
46,5,53,12,7,3,2,0,2,2,7,33,61,39,1
32,2,45,6,8,5,15,6,1,0,31,13,42,4,1
45,1,29,14,6,2,8,1,2,2,39,40,93,22,1
18,9,78,15,1,1,8,3,5,0,90,28,59,26,1
35,1,95,2,14,4,1,4,2,1,14,61,81,31,1
55,4,60,8,16,7,11,1,4,1,11,21,17,23,0
59,6,13,4,2,0,11,2,1,0,30,1,62,4,1
7,1,96,7,14,0,12,1,4,2,97,84,36,6,2
34,9,30,3,5,3,4,5,5,2,41,25,29,22,2
62,1,64,7,12,0,13,4,1,1,72,95,85,17,1
21,7,59,1,8,5,12,2,5,1,51,25,56,26,1
41,2,22,14,1,3,3,4,0,2,74,90,41,25,0
70,0,30,3,6,3,7,1,5,1,64,35,55,26,1
50,8,12,0,12,4,3,1,3,1,36,82,93,5,0
41,8,72,14,12,5,5,2,5,0,37,8,9,5,0
64,4,100,11,13,3,15,0,3,1,1,61,42,6,2
1,6,19,6,4,6,15,3,4,1,52,80,57,38,1
73,0,52,1,2,5,0,5,5,1,30,67,90,30,0
60,8,99,16,0,6,12,1,1,1,34,8,62,18,0
47,1,99,11,8,6,5,3,4,1,15,46,9,42,1
66,7,33,8,2,5,9,2,3,0,65,59,87,9,2
61,0,34,1,16,5,7,2,5,0,42,24,51,33,0
73,0,12,15,14,7,3,6,1,0,17,10,54,1,0
68,8,43,13,5,4,2,0,4,2,58,0,52,5,1
44,4,96,14,14,3,15,2,2,0,78,54,59,41,1
49,8,49,16,11,2,12,0,3,2,14,30,6,39,0
73,7,9,7,14,1,1,1,1,0,5,9,97,27,1
37,7,62,4,13,2,9,4,4,2,82,5,84,29,2
25,2,51,0,12,7,3,5,5,0,54,49,3,29,1
2,0,77,9,13,5,10,0,0,0,90,66,77,30,1
19,5,12,15,8,2,2,5,1,0,75,72,96,8,0
15,3,93,6,1,1,7,1,1,1,4,48,68,26,2
12,0,74,7,11,3,5,5,0,2,6,65,91,40,2
5,7,21,0,15,2,14,4,4,2,84,28,92,34,0
67,4,16,16,5,5,2,3,4,0,47,99,16,30,2
50,7,52,13,16,6,7,6,4,0,99,52,97,15,1
74,5,94,5,11,6,9,6,5,1,15,41,0,15,2
18,0,89,6,9,0,1,1,5,0,6,22,25,17,1
61,7,7,3,12,3,8,6,4,1,50,100,7,36,1
60,0,10,14,7,3,1,0,1,1,31,28,97,33,2
56,9,37,13,4,4,12,2,2,0,38,88,94,27,2
64,5,88,2,8,7,0,4,2,1,86,89,17,17,1
23,7,100,1,1,3,5,6,1,1,19,13,63,16,2
59,2,41,10,0,2,9,0,4,2,25,84,29,6,2
48,3,77,13,8,2,14,0,1,2,50,57,31,34,1
49,0,84,6,15,5,7,6,2,1,20,89,65,21,1
55,5,88,0,8,6,1,6,2,1,30,32,60,24,1
63,6,16,9,1,2,15,5,0,0,6,6,12,38,2
42,3,49,0,7,5,13,5,1,0,40,59,40,1,2
38,3,61,13,10,0,8,3,4,1,53,43,46,3,1
8,3,95,12,9,4,9,3,4,0,15,25,12,16,1
49,8,22,6,8,6,13,4,3,2,98,8,91,30,0
51,3,84,1,14,1,8,0,0,1,91,25,14,39,2
46,3,14,6,1,6,13,6,0,1,28,66,58,29,0
61,3,46,0,4,4,10,6,0,0,95,63,27,36,2
56,4,80,11,3,0,1,5,3,2,63,96,8,7,2
65,5,31,13,5,3,11,5,4,1,85,87,54,20,1
50,2,47,14,1,2,3,1,2,1,93,86,38,8,1
8,6,87,15,7,7,12,0,1,0,14,39,49,7,1
54,5,66,1,12,2,0,0,1,1,8,32,70,34,1
14,5,89,0,1,5,3,4,0,2,78,25,5,12,0
8,0,77,3,12,4,2,5,4,0,12,59,0,31,2
22,3,82,8,3,6,8,6,5,1,16,9,43,34,2
8,0,62,6,13,5,14,4,4,1,8,38,4,33,1
70,9,58,7,1,6,13,1,3,2,62,26,13,42,1
0,7,80,16,4,0,2,5,4,0,74,54,9,16,1
9,9,21,9,3,5,10,0,1,2,55,63,15,41,2
15,6,100,12,14,0,3,5,3,0,71,19,13,18,0
46,0,49,9,7,6,12,2,5,0,30,8,86,22,0
20,0,90,7,11,6,8,3,5,2,55,25,88,30,0
29,6,6,1,15,3,1,0,0,1,40,15,9,19,1
10,3,39,1,5,3,8,6,0,2,33,70,52,32,0
12,9,76,15,2,6,0,5,5,0,97,33,12,42,1
36,0,66,0,2,2,6,3,4,1,61,63,65,2,2
45,1,98,11,7,1,11,3,0,0,13,30,56,23,0
9,6,83,15,14,3,9,0,0,1,9,8,55,19,1
16,8,34,7,16,7,2,1,5,2,88,37,96,20,1
53,4,78,6,6,6,10,1,2,2,11,37,50,33,2
0,9,62,1,5,0,7,6,0,2,81,48,74,5,0
66,6,49,9,14,3,10,0,5,0,72,82,53,6,0
26,5,0,3,15,1,13,2,5,0,37,84,3,42,1
24,6,29,11,3,3,10,1,2,2,5,94,62,16,1
58,5,78,13,14,7,14,6,0,2,84,21,25,19,2
14,5,11,11,4,5,5,0,1,2,48,20,22,7,2
59,7,25,16,15,6,14,4,2,1,27,29,32,16,0
28,7,0,1,14,6,15,2,2,0,54,62,82,32,1
62,5,6,0,10,5,7,6,5,2,21,1,94,10,1
70,7,62,13,12,6,6,2,0,1,49,57,35,4,1
52,9,8,6,1,0,1,3,4,1,16,16,67,29,2
36,3,32,8,15,6,3,3,0,2,21,78,61,37,0
60,0,63,15,6,1,9,1,3,0,70,38,22,30,1
45,5,93,8,0,5,14,3,4,2,23,66,69,25,2
61,6,97,16,5,2,10,2,4,1,76,15,90,18,1
48,1,6,10,14,6,1,0,3,0,17,59,74,34,0
73,5,87,8,12,6,3,3,0,2,30,97,99,13,1
40,7,18,8,11,1,12,5,1,0,42,85,68,4,2
44,2,51,3,9,2,12,1,5,2,54,56,12,41,0
5,8,44,1,9,1,12,0,4,0,36,32,73,23,1
36,7,10,6,4,4,6,0,3,1,52,85,5,26,1
58,8,7,5,8,4,4,3,3,1,36,22,4,9,0
69,3,0,0,14,7,1,2,2,2,62,51,88,10,2
42,5,38,5,9,7,10,6,4,1,55,18,39,12,1
34,4,25,1,6,3,1,1,2,1,41,88,43,13,0
65,4,69,7,7,0,10,5,3,2,40,41,10,34,0
23,8,44,12,1,1,4,2,2,2,16,63,6,19,2
28,5,94,12,1,0,14,6,1,1,7,85,89,12,0
26,5,97,3,13,4,10,3,1,0,55,91,5,22,2
61,9,26,13,12,6,7,6,2,1,24,74,67,35,2
53,8,57,0,15,0,7,4,5,1,78,20,22,31,2
6,9,73,12,8,1,1,0,1,0,10,75,74,18,2
35,3,48,3,8,7,6,5,5,1,55,18,80,20,2
18,7,96,2,8,2,6,0,0,0,12,95,41,29,0
20,1,47,14,16,1,1,5,0,2,5,23,61,15,1
73,3,75,13,15,0,4,5,3,1,8,44,19,27,2
41,8,99,10,10,0,11,6,2,1,48,79,97,21,1
0,2,65,15,11,5,6,4,5,0,50,7,15,28,0
63,6,53,3,14,6,8,1,1,1,71,19,65,15,0
13,7,65,3,5,7,1,6,4,1,8,18,41,36,1
24,6,29,15,4,4,11,4,2,1,29,12,70,1,0
22,6,37,15,16,6,8,1,4,1,77,57,18,29,1
37,3,17,15,4,2,0,6,5,0,42,76,96,31,1
36,7,21,2,6,7,13,2,3,2,84,46,93,32,1
60,2,80,3,10,7,15,4,0,1,18,59,98,23,0
33,0,54,8,14,1,15,2,3,0,19,37,3,15,2
10,5,59,13,6,7,13,5,5,2,32,79,70,13,1
31,9,75,6,14,2,2,5,5,0,94,83,43,42,1
23,5,16,4,2,0,9,6,0,2,79,39,62,29,1
32,7,35,0,2,0,15,1,0,0,37,57,30,7,2
58,2,51,2,12,6,8,1,0,1,73,76,78,31,0
69,8,28,10,10,4,11,3,5,0,85,69,92,27,0
59,0,95,6,3,5,0,2,1,0,58,18,89,28,1
2,1,49,6,16,1,3,4,2,1,37,1,11,4,2
32,0,58,10,16,1,7,4,0,0,25,53,54,18,0
1,9,5,6,7,0,1,4,4,2,61,78,10,25,1
0,7,92,15,10,4,1,1,3,1,44,52,76,32,1
28,9,97,2,13,7,5,2,3,0,51,73,49,38,2
58,8,4,5,16,2,13,3,1,2,28,77,51,34,0
34,9,3,11,2,7,5,6,4,0,72,55,44,29,2
28,4,84,14,3,5,8,2,5,1,29,68,71,15,1
63,7,10,2,9,4,12,1,2,1,51,92,33,11,0
9,8,89,0,15,5,10,2,5,2,90,24,52,5,2
63,5,15,11,8,4,6,2,3,0,53,48,12,9,2
18,9,56,9,12,2,12,5,3,2,63,41,66,24,2
70,7,80,15,13,6,12,5,3,0,61,32,20,35,1
2,3,10,2,10,2,5,5,3,0,9,34,2,41,0
44,8,32,0,13,0,13,5,5,1,88,9,31,24,0
64,3,4,5,0,5,7,1,1,2,49,45,57,27,2
42,1,36,5,0,3,13,3,1,1,42,75,40,22,2
44,1,3,13,6,4,10,5,2,0,98,70,39,31,2
64,6,51,4,13,3,11,0,3,0,21,40,32,22,0
17,8,26,6,6,5,15,3,4,1,29,68,53,38,0
25,0,74,10,2,3,2,1,1,2,64,43,95,12,0
50,5,89,14,5,7,0,6,4,0,83,40,70,3,2
1,6,22,14,5,0,9,4,1,0,87,48,35,16,2
8,6,9,4,10,4,14,3,5,0,73,81,60,18,0
73,0,72,5,16,0,6,2,1,1,20,11,18,41,2
55,2,5,5,11,7,0,1,4,2,78,93,36,1,2
9,2,56,7,11,5,0,1,0,1,10,81,4,4,1
43,2,91,5,3,4,5,3,3,0,0,1,41,32,2
26,8,43,7,10,4,11,5,0,1,30,54,79,37,1
24,1,41,11,7,5,4,6,1,0,80,4,96,42,0
11,4,99,14,0,6,12,1,5,0,22,63,32,15,0
39,9,99,0,2,2,10,1,3,1,15,13,94,14,0
51,1,18,0,3,0,2,6,1,2,11,84,44,35,2
70,6,53,0,12,5,14,6,4,2,26,12,93,1,1
68,4,79,8,11,6,0,6,0,0,47,84,94,15,0
58,1,74,8,5,0,6,0,2,1,8,28,66,30,0
46,1,37,11,16,1,7,6,0,0,54,8,32,16,0
26,3,14,2,10,2,5,2,0,2,38,93,73,6,0
35,3,35,1,13,0,4,2,0,0,30,29,71,34,2
27,3,76,14,16,0,6,5,4,0,59,70,55,17,2
45,5,80,0,0,7,0,2,0,2,62,44,90,31,0
17,5,8,10,8,0,9,5,1,2,79,80,3,14,0
47,8,49,11,4,1,12,4,0,0,6,21,85,38,0
65,1,10,1,12,5,4,1,1,0,30,41,81,20,2
39,2,24,14,1,7,5,0,2,0,22,95,18,20,2
24,6,60,6,4,3,10,6,0,1,33,67,83,40,2
56,1,46,14,2,6,9,4,1,2,23,50,51,6,2
63,7,19,12,0,2,15,2,3,0,73,31,69,28,0
65,8,7,2,15,7,1,3,4,2,92,90,17,24,0
44,4,11,7,10,0,11,3,0,1,19,75,68,22,2
66,5,49,11,4,7,12,3,1,0,83,86,64,40,0
9,9,73,13,14,6,1,0,3,1,24,36,41,9,1
64,3,27,14,8,4,7,3,3,2,43,10,72,40,2
31,1,45,16,5,5,8,2,5,1,76,27,2,24,2
27,5,55,1,10,0,11,1,5,2,19,46,11,20,1
4,7,74,15,1,6,0,3,0,1,16,78,77,40,2
37,7,1,11,10,6,12,3,0,1,43,3,36,20,2
56,0,42,10,3,1,1,2,4,2,89,31,20,39,1
2,0,80,8,8,6,4,1,1,0,49,7,59,8,1
29,5,48,0,9,2,1,0,0,0,7,99,43,22,1
38,8,73,13,12,4,3,3,1,0,38,51,53,24,2
28,6,92,8,15,1,1,3,0,2,77,88,2,19,2
29,4,81,13,13,4,8,5,0,2,5,79,91,31,0
65,9,28,7,13,0,14,0,1,0,47,95,60,23,1
34,2,49,4,2,7,4,6,4,0,97,50,64,41,0
65,7,96,9,0,2,1,4,4,2,4,80,89,17,2
34,8,34,15,10,6,2,3,4,1,45,87,10,33,1
17,6,92,1,16,6,11,3,1,2,93,25,48,30,2
3,9,63,11,2,7,10,6,3,1,8,91,20,28,2
2,6,41,11,0,2,14,6,0,0,2,96,29,23,1
46,2,39,0,14,1,5,4,3,0,24,84,84,40,1
50,1,1,13,14,1,11,0,5,0,63,12,63,24,1
38,1,45,2,3,5,4,3,2,2,50,20,73,22,0
30,6,1,1,6,2,6,5,4,0,99,53,11,24,0
28,0,37,5,11,0,3,6,0,2,57,79,50,31,1
34,2,7,8,10,4,8,6,5,0,98,97,92,6,0
49,2,25,7,13,6,2,3,4,0,56,31,6,28,1
9,6,9,15,5,4,11,4,4,2,74,50,14,36,2
72,8,23,5,1,4,0,6,1,2,19,18,28,18,2
13,3,7,8,4,7,6,2,0,1,32,91,79,35,1
65,8,16,12,16,4,9,3,1,0,24,35,51,9,2
67,1,19,8,3,6,5,4,0,1,58,73,55,29,2
69,1,52,14,16,2,3,6,3,0,74,98,62,4,1
25,5,86,14,1,1,13,3,3,2,59,52,37,41,1
51,2,73,16,14,0,11,5,1,2,66,67,16,27,2
46,3,80,0,16,6,8,6,2,0,40,86,2,21,0
20,0,70,9,14,5,5,0,3,0,48,52,99,22,0
23,7,73,0,3,7,11,2,5,0,84,41,89,6,1
65,3,39,6,0,4,7,1,5,0,7,63,14,11,2
58,8,37,15,9,0,7,0,1,0,7,44,0,35,2
4,8,45,9,0,7,12,6,2,2,64,72,77,13,1
53,8,88,7,8,3,0,6,0,2,85,54,4,7,1
53,0,10,11,3,1,11,5,3,0,10,99,4,21,2
3,2,22,1,10,2,15,3,5,2,64,41,98,16,2
23,3,4,1,2,7,12,5,0,1,46,31,93,19,1
63,2,32,16,5,2,2,5,3,0,60,88,96,41,2
62,2,38,7,13,4,15,4,0,2,27,33,37,16,2
0,0,72,6,15,3,5,3,5,0,72,77,23,32,1
4,7,37,15,5,3,14,3,5,0,20,33,0,42,2
18,1,81,12,15,4,0,1,3,1,30,25,15,40,1
38,3,52,7,9,0,8,6,0,2,81,56,62,6,1
40,4,78,16,13,5,2,6,1,2,0,72,89,3,2
21,8,3,13,16,4,1,4,1,0,80,75,63,4,0
50,3,13,1,8,6,12,1,5,1,34,96,88,31,0
35,8,93,14,10,1,9,6,4,2,11,24,7,13,1
47,8,51,15,9,4,5,5,0,2,10,83,72,41,0
47,4,39,15,2,2,12,6,2,0,86,11,62,14,2
4,2,67,14,2,4,9,2,0,0,60,49,89,33,0
47,1,10,0,2,6,11,5,5,2,32,53,59,32,2
33,9,80,1,1,5,13,2,2,2,19,67,33,42,0
